"Education","Marital_Status","Income","Recency","NumWebVisitsMonth","Total_Spending","Age","Children","TotalNumPurchases","TotalAcceptedCmp"
1,0,58138,58,7,1617,61,0,25,1
1,0,46344,38,5,27,64,2,6,0
1,1,71613,26,4,776,53,0,21,0
1,1,26646,26,6,53,34,1,8,0
2,1,58293,94,5,422,37,1,19,0
2,1,62513,16,6,716,51,1,22,0
1,0,55635,34,6,590,47,1,21,0
2,1,33454,32,8,169,33,1,10,0
2,1,30351,19,9,46,44,1,6,1
2,1,5648,68,20,49,68,2,2,1
0,1,7500,59,8,61,42,0,6,0
1,0,63033,82,2,1102,59,0,16,0
2,0,59354,53,6,310,66,2,15,0
1,1,17323,38,8,46,31,0,5,0
2,0,82800,23,3,1315,72,0,26,3
1,1,41850,51,8,96,38,2,9,0
1,1,37760,20,7,317,72,0,13,0
2,1,76995,91,5,1782,69,1,26,1
0,0,33812,86,6,133,33,1,8,0
1,1,37040,41,8,316,36,0,12,0
1,1,2447,42,1,1730,39,1,43,0
2,1,58607,63,8,972,69,1,17,1
2,1,65324,0,4,544,64,1,20,0
1,1,40689,69,8,444,67,1,20,0
1,0,18589,89,7,75,49,0,8,0
1,1,53359,4,7,257,42,2,14,0
1,1,38360,26,3,131,29,1,9,0
2,1,84618,96,2,1672,53,0,26,1
2,0,10979,34,5,30,29,0,8,0
2,1,38620,56,3,318,55,0,11,0
1,1,40548,31,5,120,48,1,9,1
2,0,46610,8,6,302,66,2,17,1
2,1,68657,4,7,1196,72,0,18,0
2,0,49389,55,7,65,67,2,6,0
2,1,67353,37,2,913,48,1,28,0
0,1,23718,76,7,81,42,1,9,0
1,0,42429,99,5,67,45,1,7,0
2,0,48948,53,6,902,75,0,24,2
1,1,80011,3,4,1395,38,1,21,0
2,1,20559,88,8,53,33,1,7,0
1,1,21994,4,5,22,61,1,4,0
2,1,7500,19,5,31,43,1,8,0
1,0,79941,72,1,984,42,0,16,0
0,1,7500,24,9,122,22,0,10,1
1,1,41728,92,10,55,50,1,5,0
2,1,72550,39,8,1319,64,2,28,0
1,0,65486,29,2,507,61,1,17,0
2,1,79143,2,3,1693,54,0,29,0
1,0,35790,54,7,72,41,1,7,0
1,0,82582,54,1,1617,41,0,21,3
1,1,66373,57,3,606,40,2,23,0
2,1,82384,55,1,1957,63,0,27,2
1,0,70287,30,3,1093,52,0,21,1
1,0,27938,31,3,29,30,1,6,0
2,1,55954,63,7,518,50,1,19,0
2,0,75777,12,1,1438,36,0,21,3
1,1,66653,18,3,612,43,2,22,0
1,0,61823,26,7,884,66,1,24,0
2,0,67680,8,5,606,67,1,19,0
1,1,70666,29,4,1076,70,0,16,0
1,1,25721,75,7,34,47,1,5,1
1,1,32474,0,7,11,51,2,4,0
0,0,88194,19,5,1274,39,1,32,3
1,1,69096,4,4,653,60,1,18,0
1,1,74854,90,5,1562,48,3,19,0
2,1,66991,1,3,1253,64,0,21,0
1,1,65031,29,7,863,59,1,30,0
2,1,60631,88,7,661,43,2,24,1
1,1,28332,58,2,65,66,0,8,0
1,0,40246,68,6,13,41,1,4,0
2,1,75251,34,5,1890,46,0,19,1
1,0,75825,40,4,2209,42,0,22,2
0,1,26326,12,3,18,42,0,4,0
1,1,56046,9,8,692,53,0,21,2
1,0,29760,87,8,165,33,1,12,0
1,1,26304,5,7,16,49,1,4,0
0,1,23559,87,7,79,45,1,9,0
2,1,38620,56,3,318,55,0,11,0
1,0,81361,18,1,778,31,0,27,0
1,1,29440,95,7,56,58,2,7,0
2,1,36138,48,7,151,48,2,13,1
1,0,50388,3,7,372,61,1,17,3
1,1,79593,70,2,1366,45,0,19,1
1,1,54178,79,2,194,51,1,10,0
2,0,42394,69,7,32,46,1,5,0
2,1,23626,84,5,43,48,1,10,0
1,1,30096,30,6,45,35,1,6,0
1,0,47916,72,6,606,58,1,22,1
1,0,51813,37,7,63,46,2,7,0
0,1,78497,44,2,978,67,0,25,1
2,1,50150,32,5,410,35,0,16,0
0,0,47823,0,8,72,58,1,7,0
2,0,34554,43,6,55,59,1,7,0
1,1,85693,59,5,1169,39,1,27,0
2,1,65846,68,4,1120,73,0,16,0
1,1,87195,35,1,1097,59,0,20,1
0,1,24594,94,5,29,39,1,5,0
1,1,49096,15,7,187,54,2,13,0
1,1,52413,56,6,910,49,2,26,0
1,0,38557,17,7,145,40,1,9,0
2,1,89058,18,2,850,58,0,14,0
1,1,77298,46,3,969,39,1,24,0
2,0,68126,40,9,1820,27,0,17,2
2,1,57288,27,6,608,55,1,20,1
1,0,86037,95,3,730,27,0,25,3
2,1,43974,19,7,551,38,1,21,0
1,0,50785,27,6,114,56,2,8,0
1,1,90765,25,1,1724,48,0,15,2
0,1,36550,74,9,577,40,1,20,0
0,1,30753,85,5,81,51,2,7,0
1,1,21918,37,6,33,49,1,7,0
2,1,56129,65,4,660,65,1,22,0
2,0,32557,13,5,80,51,1,9,1
2,1,19510,63,7,30,33,2,6,0
1,0,30992,83,7,43,42,1,5,0
1,0,101970,69,2,1135,35,0,27,4
0,1,71488,87,1,559,53,0,16,0
1,0,79607,37,1,1923,34,0,16,1
2,1,54348,51,6,90,65,2,8,0
2,1,77376,72,4,661,62,2,23,0
1,1,62998,10,5,463,66,1,19,0
2,0,61331,42,8,632,60,2,23,0
1,1,73448,10,4,725,49,0,19,0
2,1,41551,51,8,279,54,2,16,0
2,1,62981,21,3,1482,51,0,23,1
0,0,9548,31,8,29,42,1,6,0
2,1,33762,61,8,106,59,3,9,0
2,0,35860,37,5,49,45,2,6,2
2,0,36921,74,7,38,53,2,7,0
2,0,92859,46,2,2077,26,0,22,0
2,1,65104,4,7,1053,42,1,17,1
1,1,86111,73,2,1385,56,0,23,0
2,0,68352,47,6,871,44,1,25,0
1,1,41883,13,7,312,30,1,12,0
1,1,59809,36,8,877,42,2,15,0
1,1,23957,47,6,68,43,1,6,1
1,1,38547,49,8,22,37,1,4,0
0,1,35688,94,8,211,45,3,16,0
2,1,49605,65,3,127,52,0,8,0
2,1,59354,59,3,459,65,2,16,0
1,1,65747,96,6,460,49,1,19,1
0,1,46344,28,7,429,46,1,17,0
1,0,34176,12,6,89,30,1,11,0
2,1,61010,57,5,1021,66,1,26,0
1,1,69372,10,4,1381,69,0,21,3
1,0,49967,4,7,306,60,1,15,0
1,0,60199,49,4,18,40,3,4,0
1,1,55375,3,2,162,41,1,9,0
1,0,80317,64,1,1231,63,0,18,0
2,0,30523,0,7,13,60,3,4,0
2,1,70356,20,6,1706,73,0,27,0
1,1,23228,91,8,121,34,1,11,0
2,0,74165,9,2,1293,43,0,20,0
2,1,157243,98,0,1608,45,1,37,0
1,1,43482,83,6,88,52,3,9,0
1,0,62551,27,3,421,65,0,18,1
1,0,52332,63,4,259,59,0,12,1
1,0,66951,46,1,1117,30,0,15,0
1,1,26091,84,5,89,61,2,9,0
1,1,33456,58,7,36,53,2,6,0
1,1,28718,78,8,57,36,1,7,0
1,1,50447,4,6,148,48,2,8,0
2,1,53537,17,5,93,59,2,8,0
1,0,52074,77,4,119,51,1,7,1
2,1,80427,56,5,1835,43,1,28,0
2,1,83837,79,4,1318,70,0,25,3
2,1,38853,90,7,45,48,2,7,0
1,1,38285,96,2,10,59,3,4,0
0,1,78497,44,2,978,67,0,25,1
2,1,51650,81,5,191,42,1,10,0
0,1,16248,77,6,57,30,1,9,0
2,1,66835,21,2,1033,72,0,24,0
2,1,30477,16,6,66,34,1,6,0
0,1,28249,80,6,43,57,0,6,0
1,1,25271,45,9,50,35,1,5,0
2,0,32303,63,5,39,48,1,7,0
1,1,61286,34,5,608,52,1,18,0
1,1,74068,14,2,1581,42,0,24,0
2,1,45759,13,7,68,54,2,7,0
0,1,24882,52,6,80,40,1,5,1
2,1,66973,98,3,1282,29,0,28,0
1,1,38872,93,8,91,30,1,8,0
1,1,51148,38,6,315,45,2,16,0
1,1,31353,24,8,31,41,2,6,0
2,1,69661,80,3,834,38,0,23,0
1,1,80067,82,2,1600,64,0,17,1
1,1,86718,20,2,1270,64,0,17,0
2,0,46854,81,8,263,45,2,15,2
1,0,69142,50,5,535,66,1,19,1
1,0,75922,60,1,1295,50,0,18,0
1,0,63693,63,6,1150,40,1,29,0
2,1,102160,54,4,1240,41,0,26,4
2,0,40637,72,7,38,53,2,6,0
2,0,18890,5,6,35,34,0,4,2
1,1,29604,88,9,53,30,1,5,1
2,0,48721,50,6,293,55,2,17,0
1,1,44794,99,6,65,52,1,6,0
1,0,64497,17,8,1804,64,1,29,2
1,1,46097,11,4,241,62,1,15,0
1,1,77972,18,1,1101,64,0,20,0
2,1,44377,70,8,264,50,2,19,0
2,1,46014,21,7,541,44,2,26,0
1,1,70951,66,1,1198,33,0,17,0
1,1,41443,79,8,482,41,1,20,0
0,0,52195,2,8,17,40,3,4,0
2,1,83790,81,3,1615,70,0,25,2
2,0,44551,24,7,285,64,1,12,0
1,1,69508,48,6,1135,38,1,28,0
0,1,45204,93,3,114,30,1,7,0
1,1,72460,56,1,1047,49,0,16,0
2,1,77622,3,3,714,48,2,22,0
2,1,30732,44,8,185,38,1,13,0
1,0,63887,38,6,1245,56,1,32,0
1,1,42011,46,8,189,40,1,12,0
1,1,51369,84,8,576,42,1,16,0
1,0,51537,27,8,1103,66,1,18,0
2,1,79930,72,2,1753,46,0,17,0
2,1,34320,66,8,17,32,1,4,0
1,0,37070,30,7,433,52,2,23,1
0,0,81975,2,7,1588,56,1,14,1
1,1,38590,65,8,22,47,1,4,0
1,0,15033,37,3,19,67,0,5,0
2,1,62745,89,5,1117,53,1,29,0
0,1,22212,49,6,69,43,1,8,0
2,1,23661,46,7,23,36,1,5,0
2,0,79761,32,3,605,60,1,19,0
1,0,7500,54,7,57,45,1,11,0
1,0,73455,98,3,2088,50,0,22,1
1,1,64961,97,3,1009,60,1,16,0
1,0,22804,75,9,26,47,1,5,0
1,1,73687,8,2,1627,28,0,22,2
1,1,61074,37,7,1102,60,1,31,0
2,1,31686,31,6,17,54,2,6,0
1,1,80134,40,6,1690,46,1,16,4
1,1,75027,74,5,1390,65,1,21,0
2,1,67546,90,3,2126,30,0,20,0
2,1,65176,57,6,1531,49,1,25,0
2,0,31160,59,8,64,43,1,7,0
1,0,29938,52,6,26,33,1,6,0
1,0,102692,5,2,1112,44,0,29,5
0,1,26490,92,6,210,60,0,11,0
1,1,75702,77,8,1148,51,2,26,0
2,0,30899,35,6,33,44,1,6,0
2,1,63342,48,6,1101,57,1,19,1
1,0,45989,97,3,322,54,1,16,0
1,0,18701,95,5,44,54,2,10,0
2,0,40737,24,8,17,61,3,4,0
1,0,15287,60,7,31,39,1,6,2
2,0,69674,46,5,845,50,2,25,0
2,1,44159,85,5,275,48,1,15,0
2,1,37717,31,9,25,40,1,4,0
2,1,43776,9,8,275,66,2,17,1
2,1,38179,30,7,90,52,2,11,0
1,1,80124,47,1,1495,55,0,19,1
2,1,38097,70,7,184,48,2,11,2
1,1,72940,13,1,981,48,0,13,0
1,1,22070,11,6,67,48,1,8,0
1,0,69267,31,7,1635,65,0,14,1
2,0,31788,15,5,60,35,1,10,0
2,1,61905,2,5,231,43,1,12,0
1,1,29315,55,6,48,58,2,10,0
1,0,33378,38,7,99,55,2,9,0
2,1,66313,86,4,770,55,1,23,0
1,0,60714,56,5,957,62,0,23,1
2,1,77882,29,1,818,37,0,12,0
2,0,69867,30,1,925,32,0,17,2
2,0,63841,64,6,908,50,1,22,0
0,1,24480,46,7,102,37,1,10,0
1,1,51369,84,8,576,42,1,16,0
1,1,37760,20,7,317,72,0,13,0
2,1,65640,74,2,461,44,1,15,0
2,1,44319,18,5,37,43,2,7,0
1,1,30631,75,7,70,44,1,7,0
1,1,75278,17,3,930,66,0,23,0
2,1,50898,88,5,859,62,2,33,0
1,0,79946,19,3,1478,52,0,22,0
2,0,35416,62,8,390,69,0,16,0
0,1,32414,11,7,52,34,0,5,1
1,1,38361,74,7,137,49,1,10,0
1,1,82497,32,4,1919,38,0,19,1
1,1,16626,76,9,68,47,2,9,0
1,1,29672,6,6,25,53,2,4,0
2,1,55951,62,8,1374,66,1,23,2
0,0,35388,20,7,32,30,1,5,0
2,1,42386,43,8,100,32,1,7,0
1,0,68627,45,1,825,36,0,12,0
2,0,57912,34,5,916,53,1,28,1
1,0,35246,53,5,62,60,2,11,0
0,1,58821,44,6,728,62,1,21,0
2,1,46377,89,4,90,40,1,7,0
1,0,39747,43,8,273,30,1,13,0
1,1,23976,68,7,66,34,1,10,0
2,1,80950,44,2,1213,57,0,23,1
1,0,27038,64,9,107,52,0,7,1
1,0,77457,85,1,1157,71,0,18,1
2,1,64100,93,7,546,54,1,18,1
2,1,42670,12,4,241,26,0,11,0
1,0,12571,86,6,53,42,1,11,0
1,1,22574,28,7,37,51,3,7,0
2,0,70893,42,3,1508,42,0,23,0
1,1,54198,13,4,235,52,2,16,0
2,1,28839,86,5,32,62,2,7,0
1,1,40321,59,7,102,46,2,8,0
1,0,66503,30,3,401,33,1,15,0
1,1,30833,33,5,28,67,2,6,0
1,1,64795,23,2,680,47,1,21,0
1,1,34421,81,7,30,44,1,4,0
2,0,47025,6,7,20,53,2,4,0
2,0,64325,41,7,1307,57,1,23,0
1,0,40464,78,8,630,65,1,24,0
1,1,62187,49,3,1283,61,0,18,0
2,0,14849,39,8,65,42,1,9,0
1,1,27255,3,7,37,34,1,5,0
2,1,54432,37,4,38,68,3,5,0
2,0,29999,22,8,160,32,1,12,0
1,0,24072,79,8,23,35,1,4,0
2,0,33996,46,4,71,29,0,6,0
2,1,66334,82,5,1161,62,1,19,1
2,1,35178,10,7,59,47,1,5,2
1,1,22010,51,8,33,35,1,7,0
1,0,62204,38,3,946,58,2,22,0
1,0,75693,10,4,1442,50,0,22,4
1,1,30675,14,8,62,46,1,5,0
1,1,83003,18,3,1674,53,0,22,2
1,0,68655,95,3,1538,30,0,21,0
1,0,41411,11,6,139,32,0,8,0
2,1,55212,65,8,1182,49,1,20,2
2,1,59292,71,3,507,68,1,18,0
0,1,27190,13,8,18,45,1,4,2
1,0,82623,58,1,940,66,0,16,0
1,1,44300,65,6,42,53,2,6,0
1,0,84835,0,1,1190,48,0,15,1
1,0,30372,33,7,44,47,2,8,0
2,1,33181,90,6,16,42,1,4,1
1,1,71113,95,4,835,61,1,26,0
1,1,71952,93,4,1443,32,1,22,2
2,0,69759,38,3,1029,52,0,18,1
1,1,72099,18,1,1188,44,0,18,0
2,0,60000,57,6,1277,42,1,24,0
1,0,38643,45,7,49,40,2,7,0
1,1,50737,61,6,99,63,1,7,1
2,1,68462,6,1,1670,49,0,15,0
2,1,65073,65,2,900,75,0,14,0
2,1,46681,52,5,425,70,2,16,0
1,1,78618,87,2,2153,61,0,22,1
2,0,62187,38,4,636,49,1,21,0
1,1,28442,53,4,57,40,2,10,0
2,1,37717,31,9,25,40,1,4,0
1,1,51479,67,7,494,51,2,22,0
1,0,54803,65,4,693,49,1,19,0
1,1,79530,64,2,1348,58,0,26,0
1,0,31615,82,7,51,42,1,7,0
1,1,72025,27,3,1932,56,0,16,0
2,0,52614,63,8,990,43,1,16,0
0,1,35684,66,6,30,34,1,5,0
1,1,48178,69,8,254,43,2,16,0
2,0,29548,52,4,29,48,1,5,1
1,0,63810,45,8,1371,52,1,23,1
2,0,38578,2,8,73,46,2,9,1
2,0,46098,86,8,120,43,2,11,0
1,0,22585,23,9,81,48,0,5,2
1,0,30279,13,8,37,29,1,5,0
2,1,66426,14,6,1377,57,1,20,0
1,0,30822,92,7,51,49,1,5,0
2,1,33581,38,8,17,49,2,4,0
1,1,19986,74,7,22,33,1,4,0
1,0,27421,14,7,324,64,0,14,0
0,1,35688,94,8,211,45,3,16,0
2,0,36143,33,3,19,37,1,4,0
1,0,10245,32,5,41,47,1,8,0
2,1,43795,11,7,492,50,1,17,2
1,1,63381,78,2,1005,58,1,26,0
1,1,38823,56,6,114,69,1,7,0
2,0,83664,57,5,1173,50,2,19,0
1,1,90300,7,1,1738,39,0,19,1
2,1,62499,0,4,222,39,1,12,0
1,0,74293,66,2,1127,25,0,16,0
2,1,51012,86,6,209,72,0,10,0
2,1,70777,80,3,787,50,1,23,0
2,1,68682,56,2,1598,27,0,24,0
1,1,43824,18,8,186,47,2,12,0
1,1,15345,51,8,47,34,1,6,1
1,0,23442,71,7,27,31,1,5,0
0,1,14515,71,7,96,38,1,11,1
0,0,31395,80,6,64,62,2,10,0
1,1,75276,2,5,1040,53,0,23,0
1,0,42373,83,5,163,44,2,13,0
1,1,30507,29,7,343,58,0,11,0
2,0,55521,11,7,446,63,3,24,2
1,1,48006,55,6,41,53,2,5,0
2,0,27213,19,8,70,46,1,9,1
2,0,65808,1,6,272,47,2,14,0
2,1,30351,19,9,46,44,1,6,0
1,1,50437,28,7,490,55,2,19,0
0,0,23616,76,8,79,36,1,8,1
1,1,53858,50,4,915,42,1,17,0
2,1,66465,1,6,1485,63,1,35,1
1,0,46923,90,7,369,31,1,16,0
1,1,75072,83,3,1073,56,1,19,0
2,1,75865,73,1,1242,75,0,19,0
0,1,19789,24,5,78,43,1,9,1
1,1,80134,11,5,1378,24,0,21,4
1,0,91065,33,3,1474,37,0,26,3
2,1,49505,4,8,751,47,2,29,0
2,1,37401,14,7,48,45,1,7,0
1,1,30096,30,6,45,35,1,6,0
2,1,18492,75,8,10,36,1,4,0
2,1,82584,26,1,1435,44,0,16,3
2,1,93027,77,2,2119,77,0,22,1
1,1,48686,8,8,20,65,3,4,0
1,1,92910,42,1,1795,32,0,27,3
1,1,75433,28,6,1188,29,1,19,2
0,1,10404,52,5,43,29,1,7,0
1,1,61314,1,3,1008,50,1,24,0
2,0,84865,1,4,1688,57,0,16,5
1,1,42387,42,8,684,29,1,21,0
0,1,67309,76,7,1082,51,2,39,0
1,1,75236,27,4,1068,54,1,25,0
1,0,30015,28,5,57,48,1,7,0
2,1,50943,49,5,46,62,1,5,0
1,0,67272,12,5,733,52,1,23,0
2,0,51529,14,8,467,69,1,17,0
2,1,32011,89,7,122,47,1,10,0
0,1,7500,96,8,36,32,1,7,0
1,1,28691,56,8,34,29,1,5,0
2,1,56223,72,4,156,70,1,10,0
1,1,18100,14,5,14,72,0,4,0
1,0,30279,13,8,37,29,1,5,0
0,1,20130,99,8,34,44,0,5,0
1,0,23295,72,8,20,59,0,4,0
2,0,42618,92,8,192,46,1,11,0
1,0,81246,87,1,1379,54,0,17,2
1,1,24027,7,8,48,42,1,7,0
2,1,55707,91,3,428,65,1,16,0
1,0,57959,71,3,868,63,1,27,0
1,1,56796,24,7,1001,49,1,27,0
2,0,36230,17,5,59,47,1,7,0
0,1,70829,87,3,431,38,2,16,0
1,1,65991,21,7,971,42,1,27,0
1,1,38988,90,8,348,46,3,19,0
0,0,89572,44,4,2059,52,0,24,3
2,1,42207,71,6,265,34,1,14,2
1,1,50300,52,2,270,66,1,13,0
0,1,66664,78,3,1289,36,0,19,0
1,1,60597,2,7,893,54,1,16,2
1,0,70165,60,1,926,69,0,22,0
2,0,50520,25,6,135,60,1,9,0
1,1,80124,47,1,1495,55,0,19,1
1,1,33183,46,7,120,43,1,9,0
2,0,66582,83,1,1288,49,0,20,0
2,1,75261,17,2,1743,63,0,17,3
1,0,31880,13,8,15,48,1,4,0
1,1,53790,86,6,542,67,2,20,0
2,1,49269,92,7,890,47,1,25,0
1,1,61456,47,4,1388,43,1,33,0
1,1,37406,18,8,17,38,1,4,1
2,1,56937,81,6,906,37,1,30,2
1,1,38415,91,7,44,40,2,6,0
1,0,20518,58,5,25,30,1,5,0
1,1,62503,40,5,973,62,1,26,0
2,0,41644,67,3,31,46,2,6,0
2,1,55842,19,5,518,41,1,17,0
2,1,62010,93,5,530,46,1,19,0
1,1,41124,41,8,506,41,1,21,0
2,1,38961,60,7,70,45,1,6,0
2,0,37760,54,6,54,46,1,6,0
1,0,32233,26,9,296,44,1,12,2
1,1,43057,30,5,266,43,1,15,0
2,1,83151,93,3,747,58,0,19,0
2,0,78825,35,3,895,54,0,29,1
2,1,65104,4,7,1053,42,1,17,0
1,1,60093,92,6,735,44,1,21,0
1,1,14045,24,7,20,49,1,5,0
0,0,28457,96,8,205,66,0,10,0
2,1,78952,11,6,2092,60,1,21,0
1,0,46310,99,8,309,42,1,14,0
1,1,76005,72,6,1722,63,0,22,1
2,0,58308,77,8,900,54,1,15,0
2,0,55614,85,7,682,74,0,20,1
2,0,59432,88,5,663,56,1,22,0
1,0,55563,22,3,43,40,1,6,0
2,1,78642,83,6,1816,47,1,18,0
2,1,67911,63,3,976,69,1,27,0
1,1,65275,9,2,746,74,0,21,0
1,1,27203,92,8,64,68,2,6,0
2,1,48330,2,5,32,57,1,5,0
0,1,24279,6,8,263,28,0,9,0
2,1,64355,66,8,1445,33,1,21,0
2,1,50943,49,5,46,62,1,5,0
1,0,53653,29,6,1210,65,0,28,0
1,1,65665,77,3,945,42,1,24,0
1,0,81217,77,1,1157,29,0,22,0
1,1,34935,71,7,137,26,0,8,0
1,0,61250,49,5,730,59,1,25,0
2,1,39665,97,7,216,37,1,12,1
1,0,60152,6,3,943,39,1,23,0
1,1,48920,93,7,347,54,2,16,1
2,1,89120,78,1,1924,59,0,19,1
2,1,44124,62,8,397,72,1,17,0
2,0,81169,47,2,2089,43,0,22,0
1,1,36443,9,8,138,57,2,11,0
1,0,26095,77,7,42,28,1,5,0
1,1,71367,24,2,777,59,0,17,0
2,1,80184,19,3,1902,74,0,20,2
1,0,30630,67,7,52,53,2,7,0
2,0,73454,95,5,1651,31,0,13,1
1,1,42691,48,5,358,27,0,13,0
1,1,70503,73,6,1727,65,0,16,2
1,1,25545,35,6,210,31,1,10,1
1,1,32880,76,8,42,32,1,5,0
2,1,77863,20,2,1291,60,0,20,0
2,1,50353,72,3,442,41,0,15,0
1,0,61839,20,8,1895,54,0,17,0
2,1,49154,69,6,411,58,2,19,0
0,0,47682,80,5,521,43,1,19,0
1,0,72679,65,1,1168,49,1,17,0
2,1,57954,52,7,493,41,2,23,1
1,1,65316,65,4,260,56,2,12,0
1,0,28567,57,6,46,36,1,7,0
2,1,47352,70,7,319,67,1,16,0
1,1,44931,0,5,96,51,1,7,0
1,0,76982,19,4,1062,51,0,16,2
0,1,57247,50,2,232,66,1,12,0
2,0,22944,67,7,76,37,1,9,0
0,1,25315,46,8,54,41,1,9,0
1,0,43638,37,7,201,49,1,11,0
2,0,42710,38,6,406,34,1,14,0
2,1,84169,9,3,1919,36,0,20,3
1,1,54058,56,3,662,42,1,20,0
0,1,24683,98,5,41,28,1,8,0
1,0,85620,68,1,1600,54,0,14,1
1,1,47850,72,6,134,38,1,8,0
1,1,19514,47,8,69,50,2,10,2
2,1,27159,33,6,21,45,2,6,0
0,0,39548,87,3,54,55,2,7,0
1,0,21474,0,7,91,29,1,8,2
2,0,60504,73,6,526,47,1,18,0
1,1,22419,74,8,162,55,0,8,0
2,1,81698,4,1,1008,69,0,25,1
1,1,43462,50,8,240,66,2,16,0
2,0,54880,57,5,795,40,1,21,0
1,1,79908,30,2,1772,36,0,19,1
0,1,15315,27,5,64,48,0,8,0
1,1,87771,61,6,1957,59,1,20,5
1,1,33039,4,5,78,40,1,7,0
1,0,81741,75,2,1572,38,0,19,0
2,1,71499,12,4,795,47,1,26,0
0,1,62466,13,4,889,48,1,26,0
